id,title,category,price_raw,price,currency,unit,moq,supplier,city,state,location,rating,response_rate_pct,response_time,certification,years_in_business,listed_date,source,url,price_usd,price_eur,related_keywords,country_region,country_subregion,schema_version,price_anomaly,category_label,region,price_bucket,response_tier,supplier_maturity,quality_score
8d0f57d651224e,Genuine Arduino Microcontroller,electronics-components,"₹73,423 / piece",73422.86,INR,piece,500,Modern Apex Manufacturing Co.,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",,65.0,,CE,11.0,2025-11-10,indiamart_mock,https://www.indiamart.com/proddetail/476ba13d.html,881.07,807.65,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Medium,Established,80.0
f11aa357769fb7,MOSFET Transistor,electronics-components,"₹36,976 / dozen",36975.75,INR,dozen,10,National Sri Corporation,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",,90.0,2-3 Days,ROHS,9.0,2026-04-18,indiamart_mock,https://www.indiamart.com/proddetail/716c2f1f.html,443.71,406.73,,Asia,Southern Asia,v2,False,Electronics Components,Central,10K–1L,High,Established,80.0
7116dcf537d96c,Original Capacitor Pack,electronics-components,"₹68,356 / lot",68356.3,INR,lot,500,Star Modern Export House,Kolkata,West Bengal,"Kolkata, West Bengal",4.3,69.0,Within 24 Hours,ROHS,12.0,2025-10-19,indiamart_mock,https://www.indiamart.com/proddetail/069e746c.html,820.28,751.92,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,Medium,Established,100.0
2fa17020027c9f,Solar Panel 100W,electronics-components,"₹66,479 / lot",66478.72,INR,lot,10,Universal Excellent Solutions,Nashik,Maharashtra,"Nashik, Maharashtra",,87.0,,CE,2.0,2025-11-07,indiamart_mock,https://www.indiamart.com/proddetail/a7145b6c.html,797.74,731.27,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Startup,80.0
5a08982b2b5c0f,Smd Stepper Motor Driver,electronics-components,"₹70,667 / piece",70667.39,INR,piece,100,Excellent Apex Pvt. Ltd.,Pune,Maharashtra,"Pune, Maharashtra",4.3,92.0,Within 4 Hours,,5.0,2025-10-30,indiamart_mock,https://www.indiamart.com/proddetail/dd9f37b8.html,848.01,777.34,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Growing,100.0
92a6ffeefd1939,Rohs Compliant Li-ion Battery Cell,electronics-components,"₹46,233 / lot",46232.66,INR,lot,50,Quality Quality Export House,Faridabad,Haryana,"Faridabad, Haryana",3.2,92.0,Within 24 Hours,CE,3.0,2025-08-26,indiamart_mock,https://www.indiamart.com/proddetail/e9d42359.html,554.79,508.56,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,High,Startup,100.0
a862d429b77e17,Smd Raspberry Pi 4,electronics-components,₹946 / lot,946.03,INR,lot,50,Apex Prime Enterprises,Kolkata,West Bengal,"Kolkata, West Bengal",4.2,75.0,2-3 Days,CE,2.0,2025-09-04,indiamart_mock,https://www.indiamart.com/proddetail/96053f90.html,11.35,10.41,,Asia,Southern Asia,v2,False,Electronics Components,East,<1K,Medium,Startup,100.0
204802387b67b4,Li-ion Battery Cell,electronics-components,"₹29,641 / lot",29640.52,INR,lot,50,Sri Star Corporation,Surat,Gujarat,"Surat, Gujarat",4.0,94.0,2-3 Days,,,2026-02-11,indiamart_mock,https://www.indiamart.com/proddetail/c106caf2.html,355.69,326.05,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,,100.0
e77a3a856c6bcf,Printed Circuit Board,electronics-components,"₹79,047 / pack",79046.91,INR,pack,5,Universal Sri Corporation,Kolkata,West Bengal,"Kolkata, West Bengal",3.9,75.0,Within 4 Hours,CE,28.0,2025-08-18,indiamart_mock,https://www.indiamart.com/proddetail/10c61ba9.html,948.56,869.52,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,Medium,Veteran,100.0
36450c4c59b94a,Original Solar Panel 100W,electronics-components,"₹33,082 / pack",33081.6,INR,pack,500,Excellent Modern Export House,Pune,Maharashtra,"Pune, Maharashtra",4.2,84.0,Within 4 Hours,,30.0,2025-06-01,indiamart_mock,https://www.indiamart.com/proddetail/da9c2331.html,396.98,363.9,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Veteran,100.0
5166dc1f08d08f,Genuine Arduino Microcontroller,electronics-components,"₹50,763 / dozen",50762.67,INR,dozen,10,Quality Universal Manufacturing Co.,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",4.2,95.0,Within 24 Hours,BIS,21.0,2025-11-30,indiamart_mock,https://www.indiamart.com/proddetail/02bfe84e.html,609.15,558.39,,Asia,Southern Asia,v2,False,Electronics Components,Central,10K–1L,Excellent,Veteran,100.0
d8447853bb81e9,Arduino Microcontroller,electronics-components,"₹43,445 / dozen",43444.57,INR,dozen,25,Bharat Supreme Corporation,Rajkot,Gujarat,"Rajkot, Gujarat",4.0,91.0,Within 4 Hours,CE,9.0,2025-08-06,indiamart_mock,https://www.indiamart.com/proddetail/91f4af77.html,521.33,477.89,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Established,100.0
69e3a7ab812294,Genuine MOSFET Transistor,electronics-components,"₹80,909 / dozen",80908.97,INR,dozen,50,Shree Star Manufacturing Co.,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",4.0,76.0,2-3 Days,,,2025-11-12,indiamart_mock,https://www.indiamart.com/proddetail/0bd76379.html,970.91,890.0,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Medium,,100.0
5a97cefd315157,Original Raspberry Pi 4,electronics-components,"₹19,150 / lot",19150.45,INR,lot,50,Pioneer Shree Pvt. Ltd.,Hyderabad,Telangana,"Hyderabad, Telangana",4.5,57.0,,BIS,35.0,2025-10-05,indiamart_mock,https://www.indiamart.com/proddetail/ed750e63.html,229.81,210.65,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Low,Veteran,100.0
a99376f574c9d4,Genuine DC-DC Buck Converter,electronics-components,"₹46,463 / dozen",46462.71,INR,dozen,500,Apex Supreme Suppliers,Delhi,Delhi,"Delhi, Delhi",,52.0,2-3 Days,MSME Registered,6.0,2025-06-27,indiamart_mock,https://www.indiamart.com/proddetail/716b7382.html,557.55,511.09,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,Growing,80.0
e8e56c1521266a,Original Li-ion Battery Cell,electronics-components,"₹58,592 / dozen",58591.9,INR,dozen,500,Global Apex Solutions,Hyderabad,Telangana,"Hyderabad, Telangana",,53.0,,,35.0,2026-03-17,indiamart_mock,https://www.indiamart.com/proddetail/c0b1d714.html,703.1,644.51,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Low,Veteran,80.0
5d9b1af0861012,Genuine MOSFET Transistor,electronics-components,"₹80,956 / piece",80956.15,INR,piece,1,Pioneer Modern Pvt. Ltd.,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",4.7,,Within 4 Hours,ROHS,,2025-10-29,indiamart_mock,https://www.indiamart.com/proddetail/b4d0f45a.html,971.47,890.52,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,,,80.0
9c1cf9df4693a6,Imported Resistor Kit,electronics-components,"₹49,102 / lot",49102.3,INR,lot,25,Prime Excellent Corporation,Kochi,Kerala,"Kochi, Kerala",,99.0,Within 1 Hour,,18.0,2025-11-16,indiamart_mock,https://www.indiamart.com/proddetail/d4125c61.html,589.23,540.13,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Excellent,Veteran,80.0
1cd2605bb28a71,Genuine Stepper Motor Driver,electronics-components,"₹73,864 / piece",73863.71,INR,piece,100,Bharat Modern Industries,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",3.7,,,,28.0,2025-10-05,indiamart_mock,https://www.indiamart.com/proddetail/29011315.html,886.36,812.5,,Asia,Southern Asia,v2,False,Electronics Components,Central,10K–1L,,Veteran,80.0
d5384691db37a3,Imported DC-DC Buck Converter,electronics-components,"₹46,544 / pack",46544.03,INR,pack,500,Star Pioneer Manufacturing Co.,Kolkata,West Bengal,"Kolkata, West Bengal",4.4,,Within 1 Hour,,,2025-09-21,indiamart_mock,https://www.indiamart.com/proddetail/7c74d643.html,558.53,511.98,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,,,80.0
624069c6b163cb,Imported Hall Effect Sensor,electronics-components,"₹74,988 / lot",74988.45,INR,lot,1,Prime Global Corporation,Mumbai,Maharashtra,"Mumbai, Maharashtra",3.5,91.0,Within 4 Hours,ISO 9001:2015,20.0,2026-01-07,indiamart_mock,https://www.indiamart.com/proddetail/0d4167cd.html,899.86,824.87,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Veteran,100.0
bb69984f025af8,Imported Stepper Motor Driver,electronics-components,"₹18,180 / piece",18180.13,INR,piece,50,Supreme Sri Industries,Surat,Gujarat,"Surat, Gujarat",3.0,57.0,2-3 Days,CE,15.0,2026-02-01,indiamart_mock,https://www.indiamart.com/proddetail/d17d989b.html,218.16,199.98,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,Established,100.0
fd76a1967d219a,Original Solar Panel 100W,electronics-components,"₹74,890 / pack",74890.02,INR,pack,100,Sri Bharat Manufacturing Co.,Ludhiana,Punjab,"Ludhiana, Punjab",3.3,50.0,,CE,14.0,2026-03-20,indiamart_mock,https://www.indiamart.com/proddetail/74575732.html,898.68,823.79,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,Established,100.0
0b95eeb2d184a2,Imported ESP32 Module,electronics-components,"₹7,414 / piece",7414.15,INR,piece,50,Universal Excellent Trading Co.,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",3.7,100.0,Within 4 Hours,ROHS,6.0,2026-03-25,indiamart_mock,https://www.indiamart.com/proddetail/fcf6565e.html,88.97,81.56,,Asia,Southern Asia,v2,False,Electronics Components,North,1K–10K,Excellent,Growing,100.0
89f84578baac16,Rohs Compliant LED Strip Light,electronics-components,"₹72,078 / lot",72078.43,INR,lot,50,Pioneer Apex Industries,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",,91.0,Within 1 Hour,ROHS,8.0,2025-07-21,indiamart_mock,https://www.indiamart.com/proddetail/1c007da8.html,864.94,792.86,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,High,Established,80.0
4a4751fa9e201c,Smd LED Strip Light,electronics-components,"₹79,387 / pack",79386.88,INR,pack,25,Quality Shree Manufacturing Co.,Surat,Gujarat,"Surat, Gujarat",4.4,99.0,Within 1 Hour,ISO 9001:2015,1.0,2025-08-09,indiamart_mock,https://www.indiamart.com/proddetail/d53dd1b4.html,952.64,873.26,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Excellent,Startup,100.0
6e232d1625823d,Capacitor Pack,electronics-components,"₹24,387 / dozen",24387.14,INR,dozen,1,Apex Prime Works,Delhi,Delhi,"Delhi, Delhi",4.1,55.0,Within 24 Hours,BIS,14.0,2025-11-03,indiamart_mock,https://www.indiamart.com/proddetail/dbb3c0bf.html,292.65,268.26,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,Established,100.0
c5048e7827a33a,Imported OLED Display Module,electronics-components,"₹26,399 / dozen",26398.9,INR,dozen,1,Modern Universal Enterprises,Faridabad,Haryana,"Faridabad, Haryana",,57.0,2-3 Days,ISO 9001:2015,12.0,2026-01-25,indiamart_mock,https://www.indiamart.com/proddetail/63bfa1df.html,316.79,290.39,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,Established,80.0
72cd368f15a3f9,Original Arduino Microcontroller,electronics-components,"₹81,009 / lot",81008.73,INR,lot,100,Shree National Suppliers,Nashik,Maharashtra,"Nashik, Maharashtra",3.5,99.0,Within 1 Hour,,18.0,2026-03-24,indiamart_mock,https://www.indiamart.com/proddetail/f7c115e0.html,972.1,891.1,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Excellent,Veteran,100.0
faed15f2140190,RF Module 433MHz,electronics-components,Get Latest Price,,INR,lot,5,Universal Sri Suppliers,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",3.5,,,BIS,33.0,2025-08-10,indiamart_mock,https://www.indiamart.com/proddetail/59765780.html,,,,Asia,Southern Asia,v2,False,Electronics Components,South,,,Veteran,60.0
fbf9b57a12d34f,Original Printed Circuit Board,electronics-components,"₹30,970 / pack",30969.8,INR,pack,50,Global Shree Suppliers,Mumbai,Maharashtra,"Mumbai, Maharashtra",4.4,64.0,Within 24 Hours,ROHS,21.0,2026-05-09,indiamart_mock,https://www.indiamart.com/proddetail/1b7cbd57.html,371.64,340.67,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Medium,Veteran,100.0
57f617a77d2f3b,Original Capacitor Pack,electronics-components,"₹15,285 / piece",15285.3,INR,piece,25,Quality Universal Industries,Ludhiana,Punjab,"Ludhiana, Punjab",4.5,55.0,,,,2026-04-22,indiamart_mock,https://www.indiamart.com/proddetail/02e2e716.html,183.42,168.14,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,,100.0
4203f607d53ddb,Genuine LED Strip Light,electronics-components,"₹39,461 / dozen",39460.57,INR,dozen,100,Supreme Modern Trading Co.,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",4.5,50.0,2-3 Days,ISO 9001:2015,23.0,2026-02-16,indiamart_mock,https://www.indiamart.com/proddetail/f166f269.html,473.53,434.07,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Low,Veteran,100.0
8a766f9dcba763,Original ESP32 Module,electronics-components,"₹72,173 / lot",72173.06,INR,lot,5,Apex Universal Export House,Mumbai,Maharashtra,"Mumbai, Maharashtra",4.9,59.0,Within 24 Hours,BIS,,2025-08-29,indiamart_mock,https://www.indiamart.com/proddetail/2ecd4ea6.html,866.08,793.9,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,,100.0
b5361c3c78e458,Rohs Compliant LED Strip Light,electronics-components,"₹49,386 / pack",49386.46,INR,pack,1,Excellent Supreme Enterprises,Jaipur,Rajasthan,"Jaipur, Rajasthan",3.1,58.0,Within 4 Hours,MSME Registered,21.0,2025-11-07,indiamart_mock,https://www.indiamart.com/proddetail/92700ead.html,592.64,543.25,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,Veteran,100.0
a67a4adb95e69b,Smd Hall Effect Sensor,electronics-components,"₹19,895 / pack",19895.27,INR,pack,1,Bharat Excellent Pvt. Ltd.,Kolkata,West Bengal,"Kolkata, West Bengal",,79.0,Within 24 Hours,,,2025-08-01,indiamart_mock,https://www.indiamart.com/proddetail/48976967.html,238.74,218.85,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,Medium,,80.0
46ca4dea4089f5,Imported Resistor Kit,electronics-components,"₹7,731 / lot",7731.25,INR,lot,50,Pioneer Star Enterprises,Nagpur,Maharashtra,"Nagpur, Maharashtra",,70.0,Within 4 Hours,BIS,23.0,2025-06-05,indiamart_mock,https://www.indiamart.com/proddetail/3a3a7204.html,92.78,85.04,,Asia,Southern Asia,v2,False,Electronics Components,West,1K–10K,Medium,Veteran,80.0
91490d07255ecf,Solar Panel 100W,electronics-components,"₹2,690 / dozen",2690.42,INR,dozen,100,Pioneer Star Corporation,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",3.2,,Within 4 Hours,BIS,,2025-08-16,indiamart_mock,https://www.indiamart.com/proddetail/452b1a4f.html,32.29,29.59,,Asia,Southern Asia,v2,False,Electronics Components,South,1K–10K,,,80.0
732ea7a14678a8,DC-DC Buck Converter,electronics-components,"₹49,518 / lot",49518.41,INR,lot,1,Bharat Universal Enterprises,Faridabad,Haryana,"Faridabad, Haryana",3.4,58.0,Within 1 Hour,,,2026-04-19,indiamart_mock,https://www.indiamart.com/proddetail/a362e7ac.html,594.22,544.7,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,,100.0
015e908f54ea33,Li-ion Battery Cell,electronics-components,"₹42,196 / dozen",42195.94,INR,dozen,10,Prime Star Export House,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",,67.0,2-3 Days,CE,,2026-02-28,indiamart_mock,https://www.indiamart.com/proddetail/279e9df0.html,506.35,464.16,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Medium,,80.0
7259b17819dc1b,Raspberry Pi 4,electronics-components,"₹40,744 / piece",40743.68,INR,piece,25,Excellent Prime Works,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",,83.0,Within 4 Hours,ISO 9001:2015,23.0,2026-03-18,indiamart_mock,https://www.indiamart.com/proddetail/a9f4500b.html,488.92,448.18,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,High,Veteran,80.0
e74144e1085582,Rohs Compliant Li-ion Battery Cell,electronics-components,Get Latest Price,,INR,pack,5,Modern Quality Manufacturing Co.,Jaipur,Rajasthan,"Jaipur, Rajasthan",,67.0,Within 1 Hour,,15.0,2025-07-26,indiamart_mock,https://www.indiamart.com/proddetail/350b2c5a.html,,,,Asia,Southern Asia,v2,False,Electronics Components,West,,Medium,Established,60.0
a2885de41397d3,MOSFET Transistor,electronics-components,"₹64,956 / pack",64956.02,INR,pack,10,Pioneer Quality Industries,Hyderabad,Telangana,"Hyderabad, Telangana",5.0,65.0,,,23.0,2025-11-10,indiamart_mock,https://www.indiamart.com/proddetail/13c23392.html,779.47,714.52,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Medium,Veteran,100.0
5c103b821df8ee,Hall Effect Sensor,electronics-components,"₹12,122 / pack",12121.59,INR,pack,50,Bharat Modern Solutions,Nashik,Maharashtra,"Nashik, Maharashtra",4.0,,Within 4 Hours,ROHS,,2025-09-17,indiamart_mock,https://www.indiamart.com/proddetail/b1dbc317.html,145.46,133.34,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,,,80.0
5af3b63a6e5b85,Li-ion Battery Cell,electronics-components,"₹28,997 / pack",28997.48,INR,pack,1,Global Apex Corporation,Noida,Uttar Pradesh,"Noida, Uttar Pradesh",,59.0,Within 1 Hour,,24.0,2025-12-13,indiamart_mock,https://www.indiamart.com/proddetail/874f25fa.html,347.97,318.97,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Low,Veteran,80.0
58daa76c11d810,Smd Stepper Motor Driver,electronics-components,"₹82,949 / dozen",82949.36,INR,dozen,100,Pioneer Bharat Corporation,Kolkata,West Bengal,"Kolkata, West Bengal",4.4,89.0,Within 24 Hours,ROHS,12.0,2025-09-20,indiamart_mock,https://www.indiamart.com/proddetail/c94e0440.html,995.39,912.44,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,High,Established,100.0
4d589dfa25a065,Genuine Solar Panel 100W,electronics-components,"₹80,650 / dozen",80649.55,INR,dozen,1,National National Industries,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",,89.0,Within 4 Hours,BIS,10.0,2025-08-10,indiamart_mock,https://www.indiamart.com/proddetail/cf8175f2.html,967.79,887.15,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,High,Established,80.0
3db07858c3a31f,Resistor Kit,electronics-components,"₹69,850 / lot",69850.17,INR,lot,5,National Universal Enterprises,Kolkata,West Bengal,"Kolkata, West Bengal",,,Within 24 Hours,BIS,4.0,2026-01-12,indiamart_mock,https://www.indiamart.com/proddetail/9eccedbf.html,838.2,768.35,,Asia,Southern Asia,v2,False,Electronics Components,East,10K–1L,,Growing,60.0
7fb0d015405423,Smd Solar Panel 100W,electronics-components,"₹29,887 / dozen",29887.09,INR,dozen,500,Prime Excellent Export House,Rajkot,Gujarat,"Rajkot, Gujarat",4.3,60.0,2-3 Days,BIS,3.0,2025-09-24,indiamart_mock,https://www.indiamart.com/proddetail/5698601e.html,358.65,328.76,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Medium,Startup,100.0
26fd21d135de7e,Capacitor Pack,electronics-components,"₹75,480 / pack",75479.76,INR,pack,1,Sri Bharat Corporation,Ludhiana,Punjab,"Ludhiana, Punjab",5.0,95.0,Within 1 Hour,,11.0,2025-08-20,indiamart_mock,https://www.indiamart.com/proddetail/e042c264.html,905.76,830.28,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Excellent,Established,100.0
bb58006e19a094,Raspberry Pi 4,electronics-components,"₹34,818 / lot",34818.32,INR,lot,5,Bharat Global Trading Co.,Ludhiana,Punjab,"Ludhiana, Punjab",,85.0,2-3 Days,CE,,2025-12-26,indiamart_mock,https://www.indiamart.com/proddetail/4b5837d4.html,417.82,383.0,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,High,,80.0
00a3a27cab1c7a,Printed Circuit Board,electronics-components,"₹17,012 / piece",17012.37,INR,piece,10,Universal Modern Suppliers,Kochi,Kerala,"Kochi, Kerala",3.9,,2-3 Days,,17.0,2025-07-05,indiamart_mock,https://www.indiamart.com/proddetail/0ef3f481.html,204.15,187.14,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,,Veteran,80.0
a0441e14f82dc5,Arduino Microcontroller,electronics-components,"₹37,919 / lot",37918.61,INR,lot,5,Prime Bharat Corporation,Jaipur,Rajasthan,"Jaipur, Rajasthan",4.1,94.0,Within 1 Hour,BIS,35.0,2026-01-13,indiamart_mock,https://www.indiamart.com/proddetail/73bdbab9.html,455.02,417.1,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Veteran,100.0
441b3719deb4c5,Solar Panel 100W,electronics-components,"₹35,613 / dozen",35612.79,INR,dozen,25,Star Prime Works,Delhi,Delhi,"Delhi, Delhi",,95.0,Within 1 Hour,CE,,2026-01-27,indiamart_mock,https://www.indiamart.com/proddetail/005d89eb.html,427.35,391.74,,Asia,Southern Asia,v2,False,Electronics Components,North,10K–1L,Excellent,,80.0
ba05fb4b1b290a,OLED Display Module,electronics-components,Get Latest Price,,INR,dozen,25,Global Apex Trading Co.,Rajkot,Gujarat,"Rajkot, Gujarat",,59.0,,MSME Registered,5.0,2025-06-12,indiamart_mock,https://www.indiamart.com/proddetail/1fc44549.html,,,,Asia,Southern Asia,v2,False,Electronics Components,West,,Low,Growing,60.0
8de1f294ae262d,Smd Arduino Microcontroller,electronics-components,"₹44,198 / piece",44197.51,INR,piece,50,Bharat Star Pvt. Ltd.,Vadodara,Gujarat,"Vadodara, Gujarat",3.8,59.0,,BIS,7.0,2025-07-12,indiamart_mock,https://www.indiamart.com/proddetail/c2733405.html,530.37,486.17,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,Growing,100.0
14bdd3fa1b6ddd,Genuine OLED Display Module,electronics-components,Get Latest Price,,INR,dozen,25,Prime Pioneer Export House,Jaipur,Rajasthan,"Jaipur, Rajasthan",,94.0,2-3 Days,ISO 9001:2015,22.0,2026-01-06,indiamart_mock,https://www.indiamart.com/proddetail/820c9abd.html,,,,Asia,Southern Asia,v2,False,Electronics Components,West,,High,Veteran,60.0
6b81b22bc10e0b,Stepper Motor Driver,electronics-components,"₹28,752 / lot",28751.72,INR,lot,500,Pioneer Bharat Industries,Indore,Madhya Pradesh,"Indore, Madhya Pradesh",3.2,58.0,Within 24 Hours,,21.0,2025-09-18,indiamart_mock,https://www.indiamart.com/proddetail/ab2013a5.html,345.02,316.27,,Asia,Southern Asia,v2,False,Electronics Components,Central,10K–1L,Low,Veteran,100.0
fda71d48e27d13,Smd Capacitor Pack,electronics-components,"₹77,646 / dozen",77646.12,INR,dozen,500,Global Excellent Trading Co.,Surat,Gujarat,"Surat, Gujarat",3.1,54.0,Within 24 Hours,,,2025-09-05,indiamart_mock,https://www.indiamart.com/proddetail/cc5df718.html,931.75,854.11,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,,100.0
85e661ee4ef3bd,Rohs Compliant DC-DC Buck Converter,electronics-components,Get Latest Price,,INR,pack,10,National Global Trading Co.,Mumbai,Maharashtra,"Mumbai, Maharashtra",3.5,82.0,2-3 Days,BIS,16.0,2026-05-02,indiamart_mock,https://www.indiamart.com/proddetail/28075279.html,,,,Asia,Southern Asia,v2,False,Electronics Components,West,,High,Veteran,80.0
41441e4aed7ad9,Smd Resistor Kit,electronics-components,"₹46,886 / lot",46885.8,INR,lot,100,Star Excellent Solutions,Rajkot,Gujarat,"Rajkot, Gujarat",3.2,,Within 1 Hour,CE,14.0,2026-01-15,indiamart_mock,https://www.indiamart.com/proddetail/47ee1e84.html,562.63,515.74,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,,Established,80.0
5208fb9188ca45,Imported DC-DC Buck Converter,electronics-components,"₹43,653 / piece",43653.24,INR,piece,100,Global Pioneer Export House,Kochi,Kerala,"Kochi, Kerala",,64.0,Within 24 Hours,MSME Registered,18.0,2026-03-21,indiamart_mock,https://www.indiamart.com/proddetail/a0f838c2.html,523.84,480.19,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Medium,Veteran,80.0
130b208d32e197,Smd Solar Panel 100W,electronics-components,"₹25,717 / dozen",25717.23,INR,dozen,50,Pioneer Global Suppliers,Nagpur,Maharashtra,"Nagpur, Maharashtra",4.9,85.0,,MSME Registered,7.0,2026-05-24,indiamart_mock,https://www.indiamart.com/proddetail/dedcb6b5.html,308.61,282.89,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,High,Growing,100.0
b991f3b67ef8c4,Li-ion Battery Cell,electronics-components,"₹22,234 / lot",22234.43,INR,lot,500,Universal Bharat Pvt. Ltd.,Ahmedabad,Gujarat,"Ahmedabad, Gujarat",,,,,9.0,2025-09-05,indiamart_mock,https://www.indiamart.com/proddetail/e9531a50.html,266.81,244.58,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,,Established,60.0
fa5385e0bf0040,Original Stepper Motor Driver,electronics-components,"₹33,034 / piece",33033.95,INR,piece,500,Pioneer Prime Export House,Chennai,Tamil Nadu,"Chennai, Tamil Nadu",,64.0,,,23.0,2025-08-08,indiamart_mock,https://www.indiamart.com/proddetail/b7d65b61.html,396.41,363.37,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,Medium,Veteran,80.0
65e43dc60b5d68,Genuine RF Module 433MHz,electronics-components,"₹8,341 / pack",8341.38,INR,pack,500,Quality National Pvt. Ltd.,Kochi,Kerala,"Kochi, Kerala",4.9,91.0,Within 1 Hour,ROHS,20.0,2025-08-14,indiamart_mock,https://www.indiamart.com/proddetail/320d4dd9.html,100.1,91.76,,Asia,Southern Asia,v2,False,Electronics Components,South,1K–10K,High,Veteran,100.0
f8ac25aac48204,Solar Panel 100W,electronics-components,"₹40,022 / piece",40022.08,INR,piece,50,Pioneer Excellent Enterprises,Visakhapatnam,Andhra Pradesh,"Visakhapatnam, Andhra Pradesh",,83.0,Within 24 Hours,,,2026-02-17,indiamart_mock,https://www.indiamart.com/proddetail/d66eb932.html,480.26,440.24,,Asia,Southern Asia,v2,False,Electronics Components,South,10K–1L,High,,80.0
53ce1ebb42933a,DC-DC Buck Converter,electronics-components,"₹75,897 / dozen",75897.19,INR,dozen,500,Bharat Prime Solutions,Pune,Maharashtra,"Pune, Maharashtra",,61.0,Within 24 Hours,ISO 9001:2015,,2026-02-24,indiamart_mock,https://www.indiamart.com/proddetail/5ca93b0a.html,910.77,834.87,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Medium,,80.0
f581a66d81b244,Imported Capacitor Pack,electronics-components,"₹41,640 / piece",41639.57,INR,piece,100,Modern Apex Corporation,Rajkot,Gujarat,"Rajkot, Gujarat",3.9,50.0,Within 1 Hour,ROHS,1.0,2025-10-17,indiamart_mock,https://www.indiamart.com/proddetail/ebf59ae3.html,499.67,458.04,,Asia,Southern Asia,v2,False,Electronics Components,West,10K–1L,Low,Startup,100.0
