2026-05-27 09:22:20,145 | INFO     | orchestration.pipeline       | ════════════════════════════════════════════════════════════
2026-05-27 09:22:22,746 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=steel+angle&max=5'
2026-05-27 09:22:22,746 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=block+600x200x150&max=5'
2026-05-27 09:22:22,750 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,753 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=certified+steel&max=5'
2026-05-27 09:22:22,753 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=certified+gypsum&max=5'
2026-05-27 09:22:22,753 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,753 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,755 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+waterproofing&max=5'
2026-05-27 09:22:22,761 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=conduit+pipe&max=5'
2026-05-27 09:22:22,761 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=hdpe+pipe&max=5'
2026-05-27 09:22:22,761 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+conduit&max=5'
2026-05-27 09:22:22,761 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+gypsum&max=5'
2026-05-27 09:22:22,762 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=ceramic+floor&max=5'
2026-05-27 09:22:22,770 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=certified+glass&max=5'
2026-05-27 09:22:22,770 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=hdpe+pipe&max=5'
2026-05-27 09:22:22,770 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=block+600x200x150&max=5'
2026-05-27 09:22:22,770 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=portland+cement&max=5'
2026-05-27 09:22:22,770 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=certified+block&max=5'
2026-05-27 09:22:22,776 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=premium+grade&max=5'
2026-05-27 09:22:22,778 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=hdpe+pipe&max=5'
2026-05-27 09:22:22,778 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,778 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=steel+fe500&max=5'
2026-05-27 09:22:22,778 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+steel&max=5'
2026-05-27 09:22:22,783 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=ceramic+floor&max=5'
2026-05-27 09:22:22,785 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=gypsum+board&max=5'
2026-05-27 09:22:22,785 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=certified+conduit&max=5'
2026-05-27 09:22:22,785 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=ceramic+floor&max=5'
2026-05-27 09:22:22,785 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,790 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=weather+resistant&max=5'
2026-05-27 09:22:22,792 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+aluminium&max=5'
2026-05-27 09:22:22,792 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=premium+grade&max=5'
2026-05-27 09:22:22,792 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=marked+waterproofing&max=5'
2026-05-27 09:22:22,792 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=premium+grade&max=5'
2026-05-27 09:22:22,794 | INFO     | api.enricher                 | Enrichment complete for 600 records
2026-05-27 09:22:22,796 | INFO     | main                         | API enrichment complete: 600 records
2026-05-27 09:22:22,796 | INFO     | orchestration.pipeline       | DONE  [enrich] (2.62s)
2026-05-27 09:22:22,796 | INFO     | orchestration.pipeline       | START [transform]
2026-05-27 09:22:28,168 | INFO     | etl.transformer              | Transform start: 600 records
2026-05-27 09:22:28,175 | INFO     | etl.transformer              | Dedup: removed 0 duplicates
2026-05-27 09:22:28,201 | INFO     | etl.transformer              | Transform done: 600 records | 93.3% priced | avg quality 89.6
2026-05-27 09:22:28,201 | INFO     | main                         | Transform: 600 rows × 33 cols
2026-05-27 09:22:28,202 | INFO     | orchestration.pipeline       | DONE  [transform] (5.41s)
2026-05-27 09:22:28,202 | INFO     | orchestration.pipeline       | START [load]
2026-05-27 09:22:31,075 | INFO     | etl.loader                   | CSV → /home/claude/b2b_v2/data/processed/products_cleaned.csv
2026-05-27 09:22:31,248 | INFO     | etl.loader                   | Partitioned Parquet → /home/claude/b2b_v2/data/partitioned (5 partitions)
2026-05-27 09:22:31,309 | INFO     | db.warehouse                 | DuckDB warehouse ready → /home/claude/b2b_v2/b2b_warehouse.duckdb (schema v2)
2026-05-27 09:22:31,387 | ERROR    | orchestration.pipeline       | FAIL  [load]
Traceback (most recent call last):
  File "/home/claude/b2b_v2/orchestration/pipeline.py", line 115, in run
    output = fn(self.context)
             ^^^^^^^^^^^^^^^^
  File "/home/claude/b2b_v2/orchestration/pipeline.py", line 50, in wrapper
    return fn(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^
  File "/home/claude/b2b_v2/main.py", line 101, in step_load
    paths = load(df, run_id=ts)
            ^^^^^^^^^^^^^^^^^^^
  File "/home/claude/b2b_v2/etl/loader.py", line 51, in load
    n = wh.upsert_products(df)
        ^^^^^^^^^^^^^^^^^^^^^^
  File "/home/claude/b2b_v2/db/warehouse.py", line 241, in upsert_products
    self.con.execute("""
_duckdb.BinderException: Binder Error: Table "products" does not have a column named "CURRENT_TIMESTAMP"

Candidate bindings: : "currency"

2026-05-27 09:22:31,439 | WARNING  | orchestration.pipeline       | SKIP  [eda] – upstream dependency failed
2026-05-27 09:22:31,440 | INFO     | orchestration.pipeline       | ════════════════════════════════════════════════════════════
2026-05-27 09:22:31,440 | INFO     | orchestration.pipeline       | Pipeline [b2b-ingestion-v2] finished | 3✓ 1✗ | 11.3s | manifest → run_20260527_092220.json
2026-05-27 09:22:31,440 | INFO     | orchestration.pipeline       | ════════════════════════════════════════════════════════════
2026-05-27 09:22:58,902 | INFO     | orchestration.pipeline       | ════════════════════════════════════════════════════════════
2026-05-27 09:22:58,902 | INFO     | orchestration.pipeline       | Pipeline [b2b-ingestion-v2] starting | 20260527_092258
2026-05-27 09:22:58,902 | INFO     | orchestration.pipeline       | ════════════════════════════════════════════════════════════
2026-05-27 09:22:58,902 | INFO     | orchestration.pipeline       | START [scrape]
2026-05-27 09:22:58,918 | INFO     | main                         | Mock scraper generated 600 records
2026-05-27 09:22:58,927 | INFO     | main                         | Raw data → /home/claude/b2b_v2/data/raw/products_20260527_092258.json (600 records)
2026-05-27 09:22:58,927 | INFO     | orchestration.pipeline       | DONE  [scrape] (0.03s)
2026-05-27 09:22:58,927 | INFO     | orchestration.pipeline       | START [enrich]
2026-05-27 09:22:59,104 | WARNING  | api.enricher                 | API call failed https://open.er-api.com/v6/latest/INR: 403, message='Forbidden', url='https://open.er-api.com/v6/latest/INR'
2026-05-27 09:22:59,104 | WARNING  | api.enricher                 | Exchange rate API unavailable – using fallback rates
2026-05-27 09:22:59,113 | WARNING  | api.enricher                 | API call failed https://restcountries.com/v3.1/name/india: 403, message='Forbidden', url='https://restcountries.com/v3.1/name/india'
2026-05-27 09:22:59,113 | WARNING  | api.enricher                 | RestCountries API unavailable – using fallback geo
2026-05-27 09:22:59,113 | INFO     | api.enricher                 | Enriching 600 records | rates: {'USD': 0.012, 'EUR': 0.011} | geo: Southern Asia
2026-05-27 09:22:59,150 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+industrial&max=5'
2026-05-27 09:22:59,151 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+lathe&max=5'
2026-05-27 09:22:59,151 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+industrial&max=5'
2026-05-27 09:22:59,151 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+grinding&max=5'
2026-05-27 09:22:59,151 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=centrifugal+pump&max=5'
2026-05-27 09:22:59,163 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=screw+compressor&max=5'
2026-05-27 09:22:59,167 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+industrial&max=5'
2026-05-27 09:22:59,167 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+lathe&max=5'
2026-05-27 09:22:59,167 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,167 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=power+press&max=5'
2026-05-27 09:22:59,176 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=lathe+machine&max=5'
2026-05-27 09:22:59,177 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+pneumatic&max=5'
2026-05-27 09:22:59,177 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=centrifugal+pump&max=5'
2026-05-27 09:22:59,177 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,177 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+conveyor&max=5'
2026-05-27 09:22:59,189 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,190 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+lathe&max=5'
2026-05-27 09:22:59,190 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+centrifugal&max=5'
2026-05-27 09:22:59,190 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,190 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+mixer&max=5'
2026-05-27 09:22:59,199 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=screw+compressor&max=5'
2026-05-27 09:22:59,201 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,201 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=pneumatic+drill&max=5'
2026-05-27 09:22:59,202 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=rotary+furnace&max=5'
2026-05-27 09:22:59,202 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+rotary&max=5'
2026-05-27 09:22:59,210 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+lathe&max=5'
2026-05-27 09:22:59,210 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+welding&max=5'
2026-05-27 09:22:59,210 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,210 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,211 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,219 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+hydraulic&max=5'
2026-05-27 09:22:59,219 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=power+press&max=5'
2026-05-27 09:22:59,219 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+metal&max=5'
2026-05-27 09:22:59,220 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=grinding+mill&max=5'
2026-05-27 09:22:59,220 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+compressor&max=5'
2026-05-27 09:22:59,229 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,229 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,229 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+metal&max=5'
2026-05-27 09:22:59,230 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+metal&max=5'
2026-05-27 09:22:59,230 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+automatic&max=5'
2026-05-27 09:22:59,237 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=pneumatic+drill&max=5'
2026-05-27 09:22:59,238 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=centrifugal+pump&max=5'
2026-05-27 09:22:59,238 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,238 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+conveyor&max=5'
2026-05-27 09:22:59,238 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,246 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,248 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+industrial&max=5'
2026-05-27 09:22:59,248 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,249 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,249 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+injection&max=5'
2026-05-27 09:22:59,251 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,257 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+industrial&max=5'
2026-05-27 09:22:59,257 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,257 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+industrial&max=5'
2026-05-27 09:22:59,258 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=injection+moulding&max=5'
2026-05-27 09:22:59,260 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,269 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=hydraulic+press&max=5'
2026-05-27 09:22:59,270 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,270 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+conveyor&max=5'
2026-05-27 09:22:59,270 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,271 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=grinding+mill&max=5'
2026-05-27 09:22:59,280 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+compressor&max=5'
2026-05-27 09:22:59,281 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,282 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=injection+moulding&max=5'
2026-05-27 09:22:59,282 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=power+press&max=5'
2026-05-27 09:22:59,283 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,293 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=centrifugal+pump&max=5'
2026-05-27 09:22:59,294 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,294 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=rotary+furnace&max=5'
2026-05-27 09:22:59,294 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=gear+hobbing&max=5'
2026-05-27 09:22:59,295 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,300 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,302 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=hydraulic+press&max=5'
2026-05-27 09:22:59,302 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=metal+cutting&max=5'
2026-05-27 09:22:59,303 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,303 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=power+press&max=5'
2026-05-27 09:22:59,312 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,312 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,313 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=pneumatic+drill&max=5'
2026-05-27 09:22:59,313 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+conveyor&max=5'
2026-05-27 09:22:59,314 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
2026-05-27 09:22:59,322 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=injection+moulding&max=5'
2026-05-27 09:22:59,323 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=heavy+duty&max=5'
2026-05-27 09:22:59,323 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=injection+moulding&max=5'
2026-05-27 09:22:59,323 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=rotary+furnace&max=5'
2026-05-27 09:22:59,323 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,330 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+gear&max=5'
2026-05-27 09:22:59,332 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=industrial+compressor&max=5'
2026-05-27 09:22:59,332 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+industrial&max=5'
2026-05-27 09:22:59,333 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=high+speed&max=5'
2026-05-27 09:22:59,333 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=rotary+furnace&max=5'
2026-05-27 09:22:59,340 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=metal+cutting&max=5'
2026-05-27 09:22:59,342 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=lathe+machine&max=5'
2026-05-27 09:22:59,342 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=grinding+mill&max=5'
2026-05-27 09:22:59,342 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+rotary&max=5'
2026-05-27 09:22:59,343 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=lathe+machine&max=5'
2026-05-27 09:22:59,349 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=automatic+rotary&max=5'
2026-05-27 09:22:59,351 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+automatic&max=5'
2026-05-27 09:22:59,352 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=semi-automatic+automatic&max=5'
2026-05-27 09:22:59,352 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=rotary+furnace&max=5'
2026-05-27 09:22:59,352 | WARNING  | api.enricher                 | API call failed https://api.datamuse.com/words: 403, message='Forbidden', url='https://api.datamuse.com/words?ml=energy+efficient&max=5'
